Año,Mes,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
2016,2,5.10,0.50,0.00,0.00,0.20,0.00,8.80,2.00,94.90,116.90,61.20,6.10,0.00,5.00,2.70,1.90,14.20,16.20,6.40,0.00,0.10,0.00,0.00,0.00,0.00,16.20,2.90,3.50,0.80,NaN,NaN
2016,3,0.00,0.30,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.30,11.80,2.80,0.00,0.00,0.00,0.00,23.20,22.30,0.00,20.50,26.10,5.40,1.40,11.90,2.60,3.40,0.70,6.70,0.00,1.30
2016,4,0.20,0.00,0.00,10.00,4.30,0.00,0.00,0.00,0.00,5.20,1.30,0.00,0.00,11.00,0.10,0.00,8.50,30.40,22.30,0.00,0.70,0.10,0.00,0.00,0.00,0.00,0.00,0.00,42.50,0.00,NaN
2016,5,0.00,0.00,0.20,1.30,0.00,11.50,6.70,0.00,0.00,0.00,0.00,3.20,11.40,7.70,1.40,0.00,0.00,4.80,0.90,3.70,2.80,0.20,24.70,0.00,0.00,9.70,36.90,12.40,0.10,2.70,27.60
2016,6,0.70,0.50,0.10,0.00,2.00,0.10,0.00,0.00,0.60,7.80,12.00,0.00,2.50,0.00,0.00,0.00,2.20,0.00,13.90,34.60,0.40,0.00,1.00,14.30,3.80,0.00,15.40,21.10,9.90,56.50,NaN
2016,7,22.20,33.90,0.00,0.40,0.20,7.50,55.40,1.00,10.50,88.50,2.60,0.40,12.00,1.10,29.20,9.70,3.10,144.30,0.20,0.00,0.00,31.00,0.00,4.30,4.20,1.70,5.20,8.00,24.50,1.20,0.00
2016,8,9.80,0.10,3.90,0.00,2.50,0.00,2.20,0.10,49.90,16.20,14.20,0.00,0.00,0.20,1.50,0.30,0.10,30.60,2.10,2.10,1.20,26.30,25.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.90
2016,9,0.40,0.70,0.40,0.00,13.00,0.60,0.30,0.00,0.00,0.00,0.00,60.30,0.50,0.00,0.00,0.10,0.00,6.40,0.10,0.00,82.60,0.10,2.00,15.00,4.50,0.20,5.90,1.50,4.40,3.20,NaN
2016,10,0.00,0.00,0.00,0.20,0.10,2.60,4.30,6.60,0.00,9.00,2.10,0.00,0.00,0.00,0.00,0.60,5.90,16.70,10.50,0.00,35.20,1.20,4.40,0.00,0.00,0.00,0.00,0.00,2.50,1.30,0.00
2016,11,0.00,4.00,0.00,5.50,5.80,5.70,0.00,0.10,0.00,0.00,0.50,0.80,41.20,6.80,1.30,3.60,2.80,0.00,38.40,161.20,46.40,5.00,27.80,128.00,20.60,11.60,30.80,14.80,0.00,24.40,NaN
2016,12,22.80,0.00,0.00,0.00,0.00,0.00,14.60,2.60,3.00,1.60,0.40,0.00,1.60,23.80,6.00,42.60,2.60,0.60,2.60,9.00,9.80,6.00,2.00,0.00,28.80,21.40,20.20,8.00,0.60,6.60,25.60
2017,1,1.80,18.80,0.00,0.00,0.00,0.00,0.00,100.20,39.20,58.20,16.60,0.40,45.20,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.60,4.20
