Año,Mes,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
2017,4,0,71.2,30.8,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,7.8,14,0,0,0,2.4,64.6,1.4,3.4,13,8.2,7.6,10.4,NaN
2017,5,31,0,24.6,4.2,0.8,48,10,16.2,12.4,19.2,13.8,2,40.2,0,13.6,5.4,11,15.4,65.2,13,15.2,1.6,2.4,0.4,1.8,0.8,6.4,13.2,10,52.6,51.8
2017,6,0.8,0,0,0,10.2,46.4,4.6,46.2,1.8,18,0.2,3.6,0.2,0.4,5.8,1.4,43,30.8,4.6,17.6,0.4,18,0,0,25,0.6,0.6,35,0,0,NaN
2017,7,2.8,0,6.8,5.4,3,5.6,14.2,0.2,0,0,25.6,2.8,5.8,0,0,1,39,0,1,0.4,9.2,27.2,0,0,2.8,0,0,1.8,13.6,64.8,52.2
2017,8,12.4,0.2,0,0.2,14.6,10.4,3,0.8,4.4,1.2,0,0,9,0.2,0,0,0,2.2,0.4,17.6,9.2,2,18.4,8.2,9.8,1.4,0.2,38.4,37,13.2,0.2
2017,9,0,31.8,11.2,1.6,2.6,8.6,0.2,45.2,21,2.2,5,0,0,22.4,1.8,37.2,16.2,0,23.4,32.8,3.8,36.4,1,37.6,1.2,3.2,11,1.8,25.4,39.8,NaN
2017,10,20.2,29.8,9.8,102.4,114,2.2,0,9,1.6,13.4,0,15.6,2,0.2,0,0,0,0,0,1.8,13.6,0.2,8.2,3.2,6.6,30.2,15.6,5.8,3.6,9.6,6.8
2017,11,1.2,0,0.2,49.4,0,6.4,7.2,0,0,0.8,0,0.4,5.2,9.4,0,7,0,0,0,7.8,8.4,8,1,0.2,0,0,0,1,2.8,0,NaN
2017,12,0,0,0,0.4,2,0,6,0.8,4,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0.6
2018,1,0,0,0.2,0,0,0,3.8,3.6,0,10.2,0,0.4,0,0.4,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2.2,0,0,0,NaN,NaN,NaN
2018,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,4,0,0,0,0,0.2,2.4,14,0.2,0,0,0,0,0,0.2,2.8,0,0,0,0,0,0,9.2,0,0,0,0,10.4,1.8,7.2,0.2,NaN
2018,5,0,0,0,0,0,0,1.2,0.2,7.6,1.8,0.2,0,14,15.8,0.2,9.6,0.2,0,0,0,12.6,1.4,1.6,50.8,7.8,10.2,11,1.8,47.2,42.4,10.2
2018,6,2.4,24.6,3.4,16,0,0,1.8,3,0,11.2,0.2,2.2,53.2,9.6,18.6,0.2,2,0,5.6,14.4,0,5.6,5,0,0,2.6,0.4,6.6,1,2.2,NaN
2018,7,0,0.8,0,6.4,16.8,0.6,0,0,0,0.6,4.2,5.8,40.2,20.2,4.4,1.2,0,7.4,0,0.6,1.8,1.8,2.2,0,8.8,3.2,1.2,0.2,0,0,0.4
2018,8,19.2,48,1.6,15.8,0,0,0,0,2.8,0.2,5.6,0,0.2,14.2,4.6,10.2,0,0,1.4,0,0,6.2,0.2,39.4,16,8.2,0.2,0,0,0,0
2018,9,2,1.8,5,0,28.8,15.4,13,4.2,5.8,10.6,9.8,40.4,3.2,7,16.6,29.4,47,8,2.6,0.2,7.4,2.8,0,8.8,0,9.6,27,8.2,9.8,17.8,NaN
2018,10,54.6,1,2,41,19,0.2,0,2.8,0.6,0,28.2,12.6,6.6,20.2,14,3.6,11.4,0.4,1.2,1.6,0.2,0,0,17,0,14,0,0.2,0,0,0
2018,11,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2018,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN
2019,3,0,0,1,0.2,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,0,0,0,0,0,16.2,0,0,0,0,0,0,0,16.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,NaN
2019,5,0,0,0,0,4,0,0,3.2,6.2,2.6,0.8,4,48,4.4,18,25.4,21.4,23.8,9.4,1.6,20.6,7.6,5.2,4.8,4.4,0.6,9.8,11.6,10.4,35,25.8
2019,6,16.6,0,1.2,0.8,1.2,0.2,8.2,46.4,8.4,22.6,0,2.6,23.6,0.2,0,0,0,0,2.4,0,5.4,0,0,3,25.2,0,0,0,0,0.4,NaN
2019,7,0.4,1.2,3.6,0,1.2,0,1.8,41.2,1.8,0.2,16.8,0.4,0,15.4,50.6,0,0,0.4,0,0,0.6,0.2,1.6,0,0.2,0.2,0,0.8,0,0,0
2019,8,0,9,0,0,7.4,15.6,15.6,2.2,0,0,0,0,0,13.4,0,1,18.6,57.8,9,7.6,6,0,0,14.4,0,8.8,0,0.4,1,4,0.8
2019,9,7.4,0,15.4,6.6,0.2,33.6,0,5.6,0,0,0,12.6,0,0,19,0.4,55,11.6,12,16.8,10.6,0.6,4.8,0.2,5,30.8,33,12,0.2,0,NaN
2019,10,19.6,2.6,3.4,12.8,18.2,0,8.6,0,6.2,1.8,4.2,0.8,1.2,33,1,0,1,12,16.6,17.8,0,0.2,0.8,8.6,49.6,7.2,14.2,2.6,0,7.4,6
2019,11,0.2,0.8,0,0,0,2.2,0,0,0,1.4,6.2,0,8.8,7.8,19.8,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
